naselje;občina
Zavrh Pri Borovnici;Vrhnika
Zavrh Pri Črnivcu;Kamnik
Zavrh Pri Galiciji;Žalec
Zavrh Pri Trojanah;Lukovica
Zavrhek;Divača
Zavrstnik;Šmartno Pri Litiji
Završe;Mislinja
Završe Pri Dobjem;Dobje
Završe Pri Grobelnem;Šmarje Pri Jelšah
Završje;Trbovlje
Zavrtače;Ivančna Gorica
Zazid;Koper
Zbelovo;Slovenske Konjice
Zbelovska Gora;Slovenske Konjice
Zbigovci;Gornja Radgona
Zbilje;Medvode
Zbure;Šmarješke Toplice
Zdenska Vas;Dobrepolje
Zdihovo;Kočevje
Zdole;Kozje
Zdole;Krško
Zduša;Kamnik
Zeče;Slovenske Konjice
Zeče Pri Bučah;Kozje
Zelen Breg;Ravne Na Koroškem
Zelše;Cerknica
Zemelj;Metlika
Zemono;Vipava
Zenkovci;Puconci
Zglavnica;Litija
Zgonče;Velike Lašče
Zgornja Bačkova;Sveta Ana
Zgornja Bela;Preddvor
Zgornja Besnica;Kranj
Zgornja Besnica;Ljubljana
Zgornja Bistrica;Slovenska Bistrica
Zgornja Brežnica;Slovenska Bistrica
Zgornja Dobrava;Moravče
Zgornja Dobrava;Radovljica
Zgornja Draga;Ivančna Gorica
Zgornja Gorica;Rače-Fram
Zgornja Hajdina;Hajdina
Zgornja Jablanica;Šmartno Pri Litiji
Zgornja Javoršica;Moravče
Zgornja Jevnica;Litija
Zgornja Kapla;Podvelka
Zgornja Korena;Duplek
Zgornja Kostrivnica;Rogaška Slatina
Zgornja Kungota;Kungota
Zgornja Lipnica;Radovljica
Zgornja Ložnica;Slovenska Bistrica
Zgornja Luša;Škofja Loka
Zgornja Nova Vas;Slovenska Bistrica
Zgornja Orlica;Ribnica Na Pohorju
Zgornja Pohanca;Brežice
Zgornja Polskava;Slovenska Bistrica
Zgornja Pristava;Slovenske Konjice
Zgornja Pristava;Videm
Zgornja Radovna;Kranjska Gora
Zgornja Rečica;Laško
Zgornja Ročica;Sveta Ana
Zgornja Selnica;Selnica Ob Dravi
Zgornja Senarska;Sveta Trojica V Slov. Goricah
Zgornja Senica;Medvode
Zgornja Slivnica;Grosuplje
Zgornja Sorica;Železniki
Zgornja Sveča;Majšperk
Zgornja Ščavnica;Sveta Ana
Zgornja Velka;Šentilj
Zgornja Vižinga;Radlje Ob Dravi
Zgornja Voličina;Lenart
Zgornje Bitnje;Kranj
Zgornje Danje;Železniki
Zgornje Dobrenje;Šentilj
Zgornje Duplice;Grosuplje
Zgornje Duplje;Naklo
Zgornje Gameljne;Ljubljana
Zgornje Gorče;Braslovče
Zgornje Gorje;Gorje
Zgornje Gradišče;Šentilj
Zgornje Gruškovje;Podlehnik
Zgornje Grušovje;Oplotnica
Zgornje Grušovlje;Žalec
Zgornje Hlapje;Pesnica
Zgornje Hoče;Hoče-Slivnica
Zgornje Jablane;Kidričevo
Zgornje Jarše;Domžale
Zgornje Jezersko;Jezersko
Zgornje Konjišče;Apače
Zgornje Koseze;Moravče
Zgornje Laze;Gorje
Zgornje Laže;Slovenske Konjice
Zgornje Loke;Lukovica
Zgornje Mladetiče;Sevnica
Zgornje Negonje;Rogaška Slatina
Zgornje Palovče;Kamnik
Zgornje Partinje;Sveti Jurij V Slov. Goricah
Zgornje Pirniče;Medvode
Zgornje Pobrežje;Rečica Ob Savinji
Zgornje Poljčane;Poljčane
Zgornje Prapreče;Lukovica
Zgornje Prebukovje;Slovenska Bistrica
Zgornje Roje;Žalec
Zgornje Sečovo;Rogaška Slatina
Zgornje Selce;Šentjur
Zgornje Slemene;Šentjur
Zgornje Stranje;Kamnik
Zgornje Škofije;Koper
Zgornje Tinsko;Šmarje Pri Jelšah
Zgornje Verjane;Sveta Trojica V Slov. Goricah
Zgornje Vetrno;Tržič
Zgornje Vodale;Sevnica
Zgornje Vrtiče;Kungota
Zgornji Boč;Selnica Ob Dravi
Zgornji Brnik;Cerklje Na Gorenjskem
Zgornji Čačič;Osilnica
Zgornji Dražen Vrh;Šentilj
Zgornji Duplek;Duplek
Zgornji Gabernik;Rogaška Slatina
Zgornji Gasteraj;Sveti Jurij V Slov. Goricah
Zgornji Hotič;Litija
Zgornji Jakobski Dol;Pesnica
Zgornji Janževski Vrh;Ribnica Na Pohorju
Zgornji Kamenščak;Ljutomer
Zgornji Kocjan;Radenci
Zgornji Kozji Vrh;Radlje Ob Dravi
Zgornji Lehen Na Pohorju;Ribnica Na Pohorju
Zgornji Leskovec;Videm
Zgornji Log;Litija
Zgornji Motnik;Kamnik
Zgornji Obrež;Brežice
Zgornji Otok;Radovljica
Zgornji Petelinjek;Lukovica
Zgornji Porčič;Sveta Trojica V Slov. Goricah
Zgornji Prekar;Moravče
Zgornji Prhovec;Zagorje Ob Savi
Zgornji Razbor;Slovenj Gradec
Zgornji Slemen – Del;Maribor
Zgornji Slemen – Del;Selnica Ob Dravi
Zgornji Tuhinj;Kamnik
Zgornji Tuštanj;Moravče
Zgornji Velovlek;Destrnik
Zgornji Žerjavci;Lenart
Zgoša;Radovljica
Zibika;Šmarje Pri Jelšah
Zibiška Vas;Šmarje Pri Jelšah
Zibovnik;Cerknica
Zidani Most;Laško
Zidani Most;Trebnje
Zilje;Črnomelj
Zimica;Duplek
Zlakova;Zreče
Zlateče;Vojnik
Zlateče Pri Šentjurju;Šentjur
Zlatenek;Lukovica
Zlati Rep;Ribnica
Zlato Polje;Lukovica
Zlatoličje;Starše
Zloganje;Škocjan
Zlogona Gora;Oplotnica
Zlogona Vas;Oplotnica
Zminec;Škofja Loka
Znojile;Kamnik
Znojile;Tolmin
Znojile;Zagorje Ob Savi
Znojile Pri Krki;Ivančna Gorica
Znojile Pri Studencu;Sevnica
Zorenci;Črnomelj
Zreče;Zreče
Zrkovci;Maribor
Zvirče;Tržič
Zvodno;Celje
Žabče;Tolmin
Žabja Vas;Gorenja Vas-Poljane
Žabjek;Trebnje
Žabjek V Podbočju;Krško
Žablje;Kranj
Žabljek;Slovenska Bistrica
Žabnica;Brezovica
Žabnica;Kranj
Žadovinek;Krško
Žaga;Bovec
Žaga;Kamnik
Žaga;Velike Lašče
Žagolič;Ajdovščina
Žahenberc;Rogatec
Žalec;Žalec
Žalna;Grosuplje
Žaloviče;Šmarješke Toplice
Žamenci;Dornava
Žapuže;Ajdovščina
Žažar;Horjul
Ždinja Vas;Novo Mesto
Žebnik;Radeče
Žegar;Šentjur
Žeje;Domžale
Žeje;Naklo
Žeje;Postojna
Žeje Pri Komendi;Komenda
Žejno;Brežice
Želče;Vojnik
Želebej;Metlika
Železne Dveri;Ljutomer
Železnica;Grosuplje
Železniki;Metlika
Železniki;Železniki
Železno;Trebnje
Železno;Žalec
Želimlje;Škofljica
Željne;Kočevje
Želodnik;Domžale
Ženavlje;Gornji Petrovci
Ženik;Sveti Jurij Ob Ščavnici
Ženje;Krško
Žepina;Celje
Žepovci;Apače
Žerjav;Črna Na Koroškem
Žerjavin;Šentjernej
Žerjavka;Šenčur
Žerovinci;Ormož
Žerovnica;Cerknica
Žetale;Žetale
Žiberci;Apače
Žibrše;Logatec
Žice;Sveta Ana
Žiče;Domžale
Žiče;Slovenske Konjice
Žiganja Vas;Tržič
Žigon;Laško
Žigrski Vrh;Sevnica
Žihlava;Sveti Jurij Ob Ščavnici
Žihovo Selo;Novo Mesto
Žikarce;Duplek
Žimarice;Sodražica
Žiri;Žiri
Žirje;Sežana
Žirovnica;Idrija
Žirovnica;Sevnica
Žirovnica;Žirovnica
Žirovski Vrh;Žiri
Žirovski Vrh Sv. Antona;Gorenja Vas-Poljane
Žirovski Vrh Sv. Urbana;Gorenja Vas-Poljane
Žirovše;Lukovica
Žitence;Sveti Jurij V Slov. Goricah
Žitkovci;Dobrovnik
Žižki;Črenšovci
Žlabor;Nazarje
Žlan;Bohinj
Žlebe;Medvode
Žlebič;Ribnica
Žrnova;Radenci
Žubejevo;Kamnik
Žubina;Trebnje
Žukovo;Ribnica
Žuniči;Črnomelj
Župa;Trbovlje
Župančiči;Koper
Županje Njive;Kamnik
Župeča Vas;Brežice
Župečja Vas;Kidričevo
Župelevec;Brežice
Župeno;Cerknica
Župetinci;Cerkvenjak
Žurge;Osilnica
Žurkov Dol;Sevnica
Žužemberk;Žužemberk
Žvab;Ormož
Žvabovo;Šentjernej
Žvarulje;Zagorje Ob Savi
Žvirče;Žužemberk
